schema_version	name	declaration_class	lifetime	stream_owner	owner_key
vNext	BrowserMemorySaverState	state_family	ephemeral	ephemeral	DaemonGeneration+WorkspaceId+BrowserNodeId+PartitionId+PartitionGeneration+PolicyRevision
vNext	BrowserNavigationIntent	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	BrowserNodeCreationIntent	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	BrowserPage	state_family	ephemeral	ephemeral	DaemonGeneration+WorkspaceId+BrowserNodeId+PartitionId+PartitionGeneration+NavigationRevision
vNext	BrowserPartition	state_family	ephemeral	ephemeral	DaemonGeneration+WorkspaceId+BrowserNodeId+PartitionId+PartitionGeneration
vNext	BrowserRenderer	state_family	ephemeral	ephemeral	DaemonGeneration+WorkspaceId+BrowserNodeId+PartitionId+PartitionGeneration+RendererGeneration
vNext	BugReportDraft	state_family	ephemeral	ephemeral	LocalClientInstanceId+SurfaceId+BugReportDraftId
vNext	BugReportDraftSeed	request_value	request_value	request	none
vNext	BugReportReviewReceipt	state_family	durable	Installation	Installation(daemon_generation)
vNext	BulkIdleRestartInstanceReceipt	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	BulkIdleRestartIntent	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	BulkIdleRestartPreview	state_family	ephemeral	ephemeral	ConnectionGeneration+SurfaceId+WorkspaceId+PreviewGeneration
vNext	BulkIdleRestartReceipt	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	CheckoutFence	state_family	durable	Installation	Installation(daemon_generation)
vNext	CheckoutFenceRegistry	state_family	durable	Installation	Installation(daemon_generation)
vNext	CheckoutLeaseHighWater	state_family	durable	Installation	Installation(daemon_generation)
vNext	CheckoutScope	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	CheckoutScopeBinding	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	ChunkedResponseStream	state_family	ephemeral	ephemeral	ConnectionGeneration+RequestId+ResponseStreamGeneration+ContentKind
vNext	ClientAwaitingRequestRegistry	state_family	ephemeral	ephemeral	LocalClientInstanceId+ConnectionGeneration
vNext	ClientInboundQueue	state_family	ephemeral	ephemeral	LocalClientInstanceId+ConnectionGeneration
vNext	ClientOutboundIntentQueue	state_family	ephemeral	ephemeral	LocalClientInstanceId+ConnectionGeneration
vNext	CommandCatalogue	state_family	durable	Installation	Installation(daemon_generation)
vNext	CommandCatalogueEntry	state_family	durable	Installation	Installation(daemon_generation)
vNext	CommandCatalogueScan	state_family	ephemeral	ephemeral	ConnectionGeneration+SurfaceId+CatalogueScanId+EvaluationScopeKey+StateWatermark+CatalogueRevision
vNext	CommandSearchResult	request_value	request_value	request	none
vNext	CommandShortcutBinding	state_family	durable	Installation	Installation(daemon_generation)
vNext	CommitChangedFilesPage	request_value	request_value	request	none
vNext	CommitGraphPage	request_value	request_value	request	none
vNext	CommitProposal	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	CommitProposalAttempt	state_family	durable	Installation	Installation(daemon_generation)
vNext	CommitProposalProviderProfile	state_family	durable	Installation	Installation(daemon_generation)
vNext	CommitProposalProviderRevision	state_family	durable	Installation	Installation(daemon_generation)
vNext	CommitProposalRevision	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	CommitProposalSandboxHelper	state_family	ephemeral	ephemeral	DaemonGeneration+CommitProposalAttemptId+AttemptGeneration+WorkerGeneration
vNext	CompanionActionDispatchQueue	state_family	ephemeral	ephemeral	ConnectionGeneration+RemoteClientId+RemoteSessionId
vNext	CompanionActionIntent	state_family	durable	Installation	Installation(daemon_generation)
vNext	CompanionActionReceipt	state_family	durable	Installation	Installation(daemon_generation)
vNext	CompanionAgentLaunchGrant	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	CompanionAgentLaunchIntent	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	CompanionAgentLaunchReceipt	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	ContainerCloseReceipt	state_family	durable	Installation	Installation(daemon_generation)
vNext	ContainerCloseSurvivorMembership	state_family	durable	Installation	Installation(daemon_generation)
vNext	ContentProjection	state_family	ephemeral	ephemeral	ConnectionGeneration+SurfaceId+ContentProjectionId
vNext	ContextBrokerBearer	state_family	ephemeral	ephemeral	ContextLinkId+LinkGeneration+DestinationAgentInstanceId+RuntimeAttemptId+AttemptGeneration
vNext	ContextBrokerReadBuffer	state_family	ephemeral	ephemeral	ContextLinkId+LinkGeneration+DestinationAgentInstanceId+RuntimeAttemptId+AttemptGeneration+ReadId
vNext	ContextLink	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	ContextPacketAdHocDraft	state_family	ephemeral	ephemeral	ConnectionGeneration+SurfaceId+ContextPacketId
vNext	ContextPacketDeliveryReceipt	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	ContextPacketDeliveryView	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	ContextPacketEffectIntent	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	ContextPacketLiveBody	state_family	ephemeral	ephemeral	DaemonGeneration+WorkspaceId+ContextPacketDeliveryId+TargetGeneration
vNext	ContextReadAudit	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	ContextScope	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	ContextUsageSnapshot	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	ConversationAdoptionReceipt	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	ConversationBinding	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	ConversationInventory	state_family	durable	ExecutionTarget	ExecutionTarget(daemon_generation,ExecutionTargetId,target_generation)
vNext	ConversationInventoryPage	request_value	request_value	request	none
vNext	ConversationInventoryQueryBuffer	state_family	ephemeral	ephemeral	ConnectionGeneration+RequestId+AccountProfileId+ExecutionTargetId+TargetGeneration+ProviderNamespace+QueryGeneration
vNext	ConversationOwnershipRegistry	state_family	durable	Installation	Installation(daemon_generation)
vNext	ConversationProfileRebindBuffer	state_family	ephemeral	ephemeral	LocalClientInstanceId+ConnectionGeneration+SurfaceId+RequestId+WorkspaceId+RuntimeEndpointBindingId+BindingGeneration
vNext	ConversationProfileRebindReceipt	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	ConversationRenameIntent	state_family	durable	ExecutionTarget	ExecutionTarget(daemon_generation,ExecutionTargetId,target_generation)
vNext	ConversationRenameReceipt	state_family	durable	ExecutionTarget	ExecutionTarget(daemon_generation,ExecutionTargetId,target_generation)
vNext	ConversationTitleObservation	state_family	durable	ExecutionTarget	ExecutionTarget(daemon_generation,ExecutionTargetId,target_generation)
vNext	CorruptStoreQuarantine	state_family	durable	TaggedOwner	StoreOwnerKey
vNext	CorruptStoreRecoveryIntent	state_family	durable	TaggedOwner	StoreOwnerKey
vNext	CorruptStoreRecoveryReceipt	state_family	durable	TaggedOwner	StoreOwnerKey
vNext	DelegationExerciseReceipt	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	DelegationGrant	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	DeliveryGrant	state_family	durable	Installation	Installation(daemon_generation)
vNext	DependencyEdge	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	DependencyResult	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	DiagnosticClearHighWater	state_family	durable	Installation	Installation(daemon_generation)
vNext	DiagnosticLogClearReceipt	state_family	durable	Installation	Installation(daemon_generation)
vNext	DiagnosticLogPage	request_value	request_value	request	none
vNext	DiagnosticLogRing	state_family	ephemeral	ephemeral	DaemonGeneration+DiagnosticLogGeneration
vNext	DictationTarget	state_family	ephemeral	ephemeral	LocalClientInstanceId+SurfaceId+CaptureGeneration
vNext	DirectoryPage	request_value	request_value	request	none
vNext	DirectoryScan	state_family	ephemeral	ephemeral	ConnectionGeneration+DirectoryScanId
vNext	DirectoryWatch	state_family	ephemeral	ephemeral	ConnectionGeneration+DirectoryWatchId
vNext	DisplayNameFact	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	DocumentBlob	state_family	ephemeral	ephemeral	ConnectionGeneration+SurfaceId+DocumentViewId+BlobGeneration
vNext	DocumentDecodeWorkingSet	state_family	ephemeral	ephemeral	ConnectionGeneration+SurfaceId+DocumentViewId+DecoderGeneration
vNext	DocumentPageCache	state_family	ephemeral	ephemeral	ConnectionGeneration+SurfaceId+DocumentViewId+BlobGeneration
vNext	DocumentPrintIntent	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	DocumentPrintReceipt	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	DocumentPrintSpool	state_family	ephemeral	ephemeral	DaemonGeneration+WorkspaceId+DocumentPrintIntentId+SpoolGeneration
vNext	DocumentTextIndex	state_family	ephemeral	ephemeral	ConnectionGeneration+SurfaceId+DocumentViewId+BlobGeneration
vNext	DocumentViewState	state_family	ephemeral	ephemeral	ConnectionGeneration+SurfaceId+DocumentViewId+ViewGeneration
vNext	EcoHibernateIntent	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	EcoHibernateReceipt	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	EcoSchedulerQueue	state_family	ephemeral	ephemeral	DaemonGeneration+WorkspaceId+PolicyRevision+SchedulerGeneration
vNext	ExecutionTarget	state_family	durable	Installation	Installation(daemon_generation)
vNext	FileEditSnapshot	state_family	ephemeral	ephemeral	ConnectionGeneration+SurfaceId+FileEditSnapshotId
vNext	FileSaveIntent	state_family	durable	ExecutionTarget	ExecutionTarget(daemon_generation,ExecutionTargetId,target_generation)
vNext	FileSaveReceipt	state_family	durable	ExecutionTarget	ExecutionTarget(daemon_generation,ExecutionTargetId,target_generation)
vNext	FlowDefinition	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	FlowDefinitionRevision	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	FlowOperationReceipt	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	FlowRun	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	FlowRunTrigger	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	GlobalSettingsRecord	state_family	durable	Installation	Installation(daemon_generation)
vNext	GroupMembershipEdge	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	GroupTree	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	HierarchyFilterBitmap	state_family	ephemeral	ephemeral	ConnectionGeneration+SurfaceId+HierarchyRevision+FilterRevision
vNext	HierarchyIndexSnapshot	state_family	ephemeral	ephemeral	ConnectionGeneration+SurfaceId+HierarchyRevision+FilterRevision+IncludeArchived
vNext	HierarchyPage	state_family	ephemeral	ephemeral	ConnectionGeneration+SurfaceId+HierarchyScanId+HierarchyRevision+FilterRevision+PageOrdinal+PredecessorDigest
vNext	HierarchyReveal	state_family	ephemeral	ephemeral	ConnectionGeneration+SurfaceId+HierarchyKey+HierarchyRevision+FilterRevision
vNext	HierarchyScan	state_family	ephemeral	ephemeral	ConnectionGeneration+SurfaceId+HierarchyScanId
vNext	HistoricalConversationViewBuffer	state_family	ephemeral	ephemeral	ConnectionGeneration+SurfaceId+RequestId+ViewTarget+ViewRevision+IndexGeneration+SourceRevision
vNext	HistoricalConversationViewPage	request_value	request_value	request	none
vNext	ImeComposition	state_family	ephemeral	ephemeral	LocalClientInstanceId+SurfaceId+InputTarget+CompositionGeneration
vNext	InputLease	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	InputLeaseHandoffProposal	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	InstallationMigrationReservation	state_family	durable	Installation	Installation(daemon_generation)
vNext	InstallationSemanticRecoveryEntry	state_family	durable	Installation	Installation(daemon_generation)
vNext	InstallationSemanticRecoveryInventory	state_family	durable	Installation	Installation(daemon_generation)
vNext	Layout	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	LineageEdge	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	LiveSubscription	state_family	ephemeral	ephemeral	ConnectionGeneration+LiveSubscriptionSubjectKey
vNext	LiveSubscriptionRegistry	state_family	ephemeral	ephemeral	DaemonGeneration
vNext	LocalInputDraft	state_family	ephemeral	ephemeral	LocalClientInstanceId+SurfaceId+LocalInputDraftId
vNext	MediaBlob	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	MediaDecoder	state_family	ephemeral	ephemeral	ConnectionGeneration+SurfaceId+MediaPlaybackStateId+DecoderGeneration
vNext	MediaImportIntent	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	MediaImportReceipt	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	MediaPlaybackState	state_family	ephemeral	ephemeral	ConnectionGeneration+SurfaceId+MediaPlaybackStateId
vNext	MicrophoneLease	state_family	ephemeral	ephemeral	PhysicalOperatorDeviceId
vNext	ModelDiscoveryObservation	state_family	durable	ExecutionTarget	ExecutionTarget(daemon_generation,ExecutionTargetId,target_generation)
vNext	ModelEndpointProfile	state_family	durable	ExecutionTarget	ExecutionTarget(daemon_generation,ExecutionTargetId,target_generation)
vNext	ModelEndpointProfileRevision	state_family	durable	ExecutionTarget	ExecutionTarget(daemon_generation,ExecutionTargetId,target_generation)
vNext	ModelValidationReceipt	state_family	durable	ExecutionTarget	ExecutionTarget(daemon_generation,ExecutionTargetId,target_generation)
vNext	NameMutationReceipt	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	NameProposalMetadata	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	NativeDialogQueue	state_family	ephemeral	ephemeral	LocalClientInstanceId+WindowGeneration
vNext	NativeJob	state_family	durable	ExecutionTarget	ExecutionTarget(daemon_generation,ExecutionTargetId,target_generation)
vNext	NativeJobCreateIntent	state_family	durable	ExecutionTarget	ExecutionTarget(daemon_generation,ExecutionTargetId,target_generation)
vNext	NativeJobInvocationReceipt	state_family	durable	ExecutionTarget	ExecutionTarget(daemon_generation,ExecutionTargetId,target_generation)
vNext	NativeJobIteration	state_family	durable	ExecutionTarget	ExecutionTarget(daemon_generation,ExecutionTargetId,target_generation)
vNext	NativeJobMutationIntent	state_family	durable	ExecutionTarget	ExecutionTarget(daemon_generation,ExecutionTargetId,target_generation)
vNext	NativeJobPage	request_value	request_value	request	none
vNext	NativeJobPageBuffer	state_family	ephemeral	ephemeral	ConnectionGeneration+RequestId+NativeJobScanId+PageGeneration
vNext	NativeJobProjection	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	NativeJobScan	state_family	ephemeral	ephemeral	ConnectionGeneration+NativeJobScanId+AccountProfileId+ExecutionTargetId+TargetGeneration+ProviderNamespace+AdapterGeneration+SnapshotWatermark
vNext	Node	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	NodeViewSubscription	state_family	ephemeral	ephemeral	ConnectionGeneration+SurfaceId+ViewTarget+ContentKind
vNext	NoteRevision	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	NotificationAudit	state_family	durable	Installation	Installation(daemon_generation)
vNext	NotificationControlReceipt	state_family	durable	Installation	Installation(daemon_generation)
vNext	NotificationDelivery	state_family	durable	Installation	Installation(daemon_generation)
vNext	NotificationEndpoint	state_family	durable	Installation	Installation(daemon_generation)
vNext	NotificationIdentityHighWater	state_family	durable	Installation	Installation(daemon_generation)
vNext	NotificationPairingIntent	state_family	durable	Installation	Installation(daemon_generation)
vNext	Pane	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	PaneAttachment	state_family	ephemeral	ephemeral	ConnectionGeneration+SurfaceId+SessionId+PaneId+PaneAttachmentId+AttachmentGeneration+AttemptOwner+RuntimeAttemptId+AttemptGeneration+PtyGeneration+BufferGeneration
vNext	PaneNodeBinding	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	PendingInteraction	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	PendingInteractionReceipt	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	PermissionCapabilityFact	state_family	durable	ExecutionTarget	ExecutionTarget(daemon_generation,ExecutionTargetId,target_generation)
vNext	PermissionResponseClaim	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	PermissionResponseReceipt	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	PermissionResponseTransportFact	state_family	durable	ExecutionTarget	ExecutionTarget(daemon_generation,ExecutionTargetId,target_generation)
vNext	PhysicalDiskLedger	state_family	durable	Installation	Installation(daemon_generation)
vNext	PortableExportIntent	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	PortableExportReceipt	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	PortableImportIntent	state_family	durable	Installation	Installation(daemon_generation)
vNext	PortableImportReceipt	state_family	durable	Installation	Installation(daemon_generation)
vNext	PresenceChatMessage	state_family	ephemeral	ephemeral	RemoteClientId+RemoteSessionId+WorkspaceId+SurfaceId+ConnectionGeneration+ViewTarget+ViewRevision+MessageGeneration
vNext	PresentationHistory	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	PrivateTranscriptSearchIndex	state_family	durable	ExecutionTarget	ExecutionTarget(daemon_generation,ExecutionTargetId,target_generation)
vNext	PrivateTranscriptSearchIndexReceipt	state_family	durable	ExecutionTarget	ExecutionTarget(daemon_generation,ExecutionTargetId,target_generation)
vNext	PrivateTranscriptSearchPage	request_value	request_value	request	none
vNext	PrivateTranscriptSearchQueryBuffer	state_family	ephemeral	ephemeral	ConnectionGeneration+SurfaceId+RequestId+ExecutionTargetId+TargetGeneration+AccountProfileId+ProviderNamespace+IndexGeneration+QueryGeneration
vNext	PrivateTranscriptSearchRefreshQueue	state_family	ephemeral	ephemeral	DaemonGeneration+ExecutionTargetId+TargetGeneration+AccountProfileId+ProviderNamespace+IndexGeneration
vNext	ProcessCleanupCharge	state_family	durable	Installation	Installation(daemon_generation)
vNext	ProcessEdge	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	ProgressUpdate	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	ProtocolConnectionOutbox	state_family	ephemeral	ephemeral	ConnectionGeneration
vNext	ProviderProfileObservation	state_family	durable	ExecutionTarget	ExecutionTarget(daemon_generation,ExecutionTargetId,target_generation)
vNext	PtyCapacityMonitor	state_family	ephemeral	ephemeral	DaemonGeneration+ExecutionTargetId+TargetGeneration+MonitorGeneration
vNext	PtyCapacityObservation	state_family	durable	ExecutionTarget	ExecutionTarget(daemon_generation,ExecutionTargetId,target_generation)
vNext	PtyCapacityRemediationIntent	state_family	durable	ExecutionTarget	ExecutionTarget(daemon_generation,ExecutionTargetId,target_generation)
vNext	PtyCapacityRemediationReceipt	state_family	durable	ExecutionTarget	ExecutionTarget(daemon_generation,ExecutionTargetId,target_generation)
vNext	QuotaScope	state_family	durable	ExecutionTarget	ExecutionTarget(daemon_generation,ExecutionTargetId,target_generation)
vNext	QuotaSnapshot	state_family	durable	ExecutionTarget	ExecutionTarget(daemon_generation,ExecutionTargetId,target_generation)
vNext	RecoveryInventoryPage	request_value	request_value	request	none
vNext	RemoteCleanupTombstone	state_family	durable	Installation	Installation(daemon_generation)
vNext	RemoteClient	state_family	durable	Installation	Installation(daemon_generation)
vNext	RemoteInvitation	state_family	durable	Installation	Installation(daemon_generation)
vNext	RemotePermissionGrantIssueFence	state_family	durable	Installation	Installation(daemon_generation)
vNext	RemotePermissionResponseGrant	state_family	durable	Installation	Installation(daemon_generation)
vNext	RemotePresence	state_family	ephemeral	ephemeral	RemoteClientId+RemoteSessionId+WorkspaceId+SurfaceId+ConnectionGeneration
vNext	RemoteRedemptionReceipt	state_family	durable	Installation	Installation(daemon_generation)
vNext	RemoteReplayFence	state_family	durable	Installation	Installation(daemon_generation)
vNext	RemoteReplayNonce	state_family	ephemeral	ephemeral	RemoteClientId+RemoteSessionId+ConnectionGeneration+NonceHash
vNext	RemoteSession	state_family	durable	Installation	Installation(daemon_generation)
vNext	RemoteSessionOpenReceipt	state_family	durable	Installation	Installation(daemon_generation)
vNext	RepositoryBackendHandle	state_family	durable	ExecutionTarget	ExecutionTarget(daemon_generation,ExecutionTargetId,target_generation)
vNext	RepositoryHostCapabilityGrant	state_family	durable	Installation	Installation(daemon_generation)
vNext	RepositoryHostCredentialIntent	state_family	durable	Installation	Installation(daemon_generation)
vNext	RepositoryHostProfile	state_family	durable	Installation	Installation(daemon_generation)
vNext	RepositoryMutationIntent	state_family	durable	ExecutionTarget	ExecutionTarget(daemon_generation,ExecutionTargetId,target_generation)
vNext	RepositoryMutationReceipt	state_family	durable	ExecutionTarget	ExecutionTarget(daemon_generation,ExecutionTargetId,target_generation)
vNext	RepositoryPublishIntent	state_family	durable	ExecutionTarget	ExecutionTarget(daemon_generation,ExecutionTargetId,target_generation)
vNext	RepositoryPublishReceipt	state_family	durable	ExecutionTarget	ExecutionTarget(daemon_generation,ExecutionTargetId,target_generation)
vNext	Resource	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	ResourceInventory	state_family	durable	ExecutionTarget	ExecutionTarget(daemon_generation,ExecutionTargetId,target_generation)
vNext	ResourceRevision	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	RuntimeAttachmentReceipt	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	RuntimeAttemptDetail	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	RuntimeConfigurationReceipt	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	RuntimeEndpoint	state_family	durable	ExecutionTarget	ExecutionTarget(daemon_generation,ExecutionTargetId,target_generation)
vNext	RuntimeEndpointBinding	state_family	durable	ExecutionTarget	ExecutionTarget(daemon_generation,ExecutionTargetId,target_generation)
vNext	RuntimeEndpointContinuityReceipt	state_family	durable	ExecutionTarget	ExecutionTarget(daemon_generation,ExecutionTargetId,target_generation)
vNext	RuntimeEndpointContinuityVerificationBuffer	state_family	ephemeral	ephemeral	EndpointBrokerConnectionGeneration+OperationId+ExecutionTargetId+TargetGeneration+RuntimeEndpointId+PriorEndpointGeneration+CandidateEndpointGeneration+ProofDigest
vNext	RuntimeInputReceipt	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	RuntimeInterruptReceipt	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	RuntimeInventory	state_family	durable	ExecutionTarget	ExecutionTarget(daemon_generation,ExecutionTargetId,target_generation)
vNext	RuntimeLaunchIntent	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	RuntimeLaunchReceipt	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	RuntimeLifecycleIntent	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	RuntimeLifecycleReceipt	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	RuntimeViewReplayFence	state_family	durable	Installation	Installation(daemon_generation)
vNext	Session	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	SessionActivationReceipt	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	SessionSettingsRecord	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	SettingsMutationReceipt	state_family	durable	TaggedOwner	SettingsOwnerKey
vNext	SettingsRegistryPage	request_value	request_value	request	none
vNext	SettingsResetPreview	state_family	ephemeral	ephemeral	ConnectionGeneration+LocalClientInstanceId+SurfaceId+SettingsResetPreviewId
vNext	SettingsSearchPage	request_value	request_value	request	none
vNext	SigningAudienceHighWater	state_family	durable	Installation	Installation(daemon_generation)
vNext	SigningTrustStore	state_family	durable	Installation	Installation(daemon_generation)
vNext	SpawnEdge	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	SpeechModelArtifact	state_family	durable	Installation	Installation(daemon_generation)
vNext	SpeechModelCatalogueEntry	state_family	durable	Installation	Installation(daemon_generation)
vNext	SpeechModelInstallIntent	state_family	durable	Installation	Installation(daemon_generation)
vNext	SpeechModelInstallPartial	state_family	durable	Installation	Installation(daemon_generation)
vNext	SpeechModelInstallReceipt	state_family	durable	Installation	Installation(daemon_generation)
vNext	SpeechWorker	state_family	ephemeral	ephemeral	LocalClientInstanceId+SurfaceId+DeviceId+WorkerGeneration
